RespondentID,Have you seen any of the 6 films in the Star Wars franchise?,Do you consider yourself to be a fan of the Star Wars film franchise?,Which character shot first?,Are you familiar with the Expanded Universe?,Do you consider yourself to be a fan of the Expanded Universe?æ,Do you consider yourself to be a fan of the Star Trek franchise?,Gender,Age,Household Income,Education,Location (Census Region),Watched Star Wars Flim,Ranking The Flims (1-6),Chararcter Favourabilty
3291052728.0,Yes,1,Han,1,0,1,Male,45-60,"$50,000 - $99,999",Graduate degree,West South Central,"['Star Wars: Episode I  The Phantom Menace', 'Star Wars: Episode II  Attack of the Clones', 'Star Wars: Episode III  Revenge of the Sith', 'Star Wars: Episode IV  A New Hope', 'Star Wars: Episode V The Empire Strikes Back', 'Star Wars: Episode VI Return of the Jedi']","['5', '6', '4', '1', '2', '3']","['Very favorably', 'Very favorably', 'Very favorably', 'Somewhat unfavorably', 'Very favorably', 'Very unfavorably', 'Very unfavorably', 'Somewhat favorably', 'Neither favorably nor unfavorably (neutral)', 'Very favorably', 'Very favorably', 'Somewhat favorably', 'Very favorably', 'Very favorably']"
3291051343.0,Yes,1,Han,0,No Response,1,Male,45-60,"$0 - $24,999",High school degree,Middle Atlantic,"['Star Wars: Episode I  The Phantom Menace', 'Star Wars: Episode II  Attack of the Clones', 'Star Wars: Episode III  Revenge of the Sith', 'Star Wars: Episode IV  A New Hope', 'Star Wars: Episode V The Empire Strikes Back', 'Star Wars: Episode VI Return of the Jedi']","['5', '6', '4', '2', '1', '3']","['Very favorably', 'Somewhat favorably', 'Somewhat favorably', 'Neither favorably nor unfavorably (neutral)', 'Somewhat favorably', 'Somewhat favorably', 'Somewhat favorably', 'Neither favorably nor unfavorably (neutral)', 'Neither favorably nor unfavorably (neutral)', 'Somewhat favorably', 'Somewhat favorably', 'Very unfavorably', 'Somewhat favorably', 'Somewhat favorably']"
3291045360.0,Yes,1,Greedo,0,No Response,1,Male,45-60,No Response,Graduate degree,East South Central,"['Star Wars: Episode I  The Phantom Menace', 'Star Wars: Episode II  Attack of the Clones', 'Star Wars: Episode III  Revenge of the Sith', 'Star Wars: Episode IV  A New Hope', 'Star Wars: Episode V The Empire Strikes Back', 'Star Wars: Episode VI Return of the Jedi']","['6', '5', '4', '1', '3', '2']","['Very favorably', 'Very favorably', 'Very favorably', 'Somewhat favorably', 'Very favorably', 'Somewhat favorably', 'Very favorably', 'Somewhat favorably', 'Somewhat favorably', 'Very favorably', 'Very favorably', 'Somewhat unfavorably', 'Neither favorably nor unfavorably (neutral)', 'Very favorably']"
3291043176.0,Yes,0,Greedo,0,No Response,0,Male,30-44,No Response,Some college or Associate degree,Pacific,"['Star Wars: Episode I  The Phantom Menace', 'Star Wars: Episode II  Attack of the Clones', 'Star Wars: Episode III  Revenge of the Sith', 'Star Wars: Episode IV  A New Hope', 'Star Wars: Episode V The Empire Strikes Back', 'Star Wars: Episode VI Return of the Jedi']","['4', '5', '6', '1', '2', '3']","['Very favorably', 'Somewhat unfavorably', 'Somewhat favorably', 'Somewhat unfavorably', 'Somewhat favorably', 'Very favorably', 'Very favorably', 'Very favorably', 'Very favorably', 'Somewhat unfavorably', 'Somewhat favorably', 'Neither favorably nor unfavorably (neutral)', 'Neither favorably nor unfavorably (neutral)', 'Somewhat favorably']"
3291042516.0,Yes,0,I don't understand this question,0,No Response,0,Female,45-60,"$100,000 - $149,999",Bachelor degree,Pacific,"['Star Wars: Episode I  The Phantom Menace', 'Star Wars: Episode II  Attack of the Clones', 'Star Wars: Episode III  Revenge of the Sith', 'Star Wars: Episode IV  A New Hope', 'Star Wars: Episode V The Empire Strikes Back', 'Star Wars: Episode VI Return of the Jedi']","['3', '4', '5', '6', '1', '2']","['Very favorably', 'Very favorably', 'Very favorably', 'Very favorably', 'Very favorably', 'Neither favorably nor unfavorably (neutral)', 'Very favorably', 'Very favorably', 'Very favorably', 'Very favorably', 'Very favorably', 'Very favorably', 'Neither favorably nor unfavorably (neutral)', 'Very favorably']"
3291037640.0,Yes,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,"[nan, nan, nan, nan, nan, nan]","[nan, nan, nan, nan, nan, nan]","[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]"
3291034202.0,Yes,1,Han,0,No Response,0,Male,30-44,"$150,000+",Bachelor degree,Middle Atlantic,"['Star Wars: Episode I  The Phantom Menace', 'Star Wars: Episode II  Attack of the Clones', 'Star Wars: Episode III  Revenge of the Sith', 'Star Wars: Episode IV  A New Hope', 'Star Wars: Episode V The Empire Strikes Back', 'Star Wars: Episode VI Return of the Jedi']","['6', '5', '4', '2', '1', '3']","['Very favorably', 'Very favorably', 'Very favorably', 'Somewhat favorably', 'Somewhat favorably', 'Very favorably', 'Very favorably', 'Somewhat favorably', 'Very favorably', 'Somewhat favorably', 'Very favorably', 'Very unfavorably', 'Very unfavorably', 'Very favorably']"
3291033668.0,No,No Response,No Response,No Response,No Response,0,Female,18-29,"$0 - $24,999",Some college or Associate degree,East North Central,"[nan, nan, nan, nan, nan, nan]","[nan, nan, nan, nan, nan, nan]","[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]"
3291032418.0,Yes,0,Han,0,No Response,0,Female,45-60,"$50,000 - $99,999",High school degree,East North Central,"[nan, nan, nan, 'Star Wars: Episode IV  A New Hope', 'Star Wars: Episode V The Empire Strikes Back', 'Star Wars: Episode VI Return of the Jedi']","['4', '5', '6', '1', '2', '3']","['Very favorably', 'Very favorably', 'Very favorably', 'Very favorably', 'Very favorably', 'Very unfavorably', 'Very unfavorably', 'Somewhat favorably', 'Somewhat favorably', 'Very favorably', 'Very favorably', 'Very unfavorably', 'Very favorably', 'Very favorably']"
3291029281.0,No,No Response,No Response,No Response,No Response,0,Female,18-29,No Response,Graduate degree,Middle Atlantic,"[nan, nan, nan, nan, nan, nan]","[nan, nan, nan, nan, nan, nan]","[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]"
3291028446.0,Yes,1,Han,1,1,0,Male,30-44,"$25,000 - $49,999",Some college or Associate degree,South Atlantic,"['Star Wars: Episode I  The Phantom Menace', 'Star Wars: Episode II  Attack of the Clones', 'Star Wars: Episode III  Revenge of the Sith', 'Star Wars: Episode IV  A New Hope', 'Star Wars: Episode V The Empire Strikes Back', 'Star Wars: Episode VI Return of the Jedi']","['6', '5', '4', '2', '1', '3']","['Very favorably', 'Somewhat favorably', 'Somewhat favorably', 'Very unfavorably', 'Somewhat favorably', 'Very favorably', 'Somewhat favorably', 'Somewhat favorably', 'Neither favorably nor unfavorably (neutral)', 'Somewhat favorably', 'Neither favorably nor unfavorably (neutral)', 'Very unfavorably', 'Very unfavorably', 'Very favorably']"
3291024297.0,Yes,1,Han,0,No Response,1,Male,> 60,"$0 - $24,999",Graduate degree,Middle Atlantic,"['Star Wars: Episode I  The Phantom Menace', 'Star Wars: Episode II  Attack of the Clones', 'Star Wars: Episode III  Revenge of the Sith', 'Star Wars: Episode IV  A New Hope', 'Star Wars: Episode V The Empire Strikes Back', 'Star Wars: Episode VI Return of the Jedi']","['6', '5', '4', '2', '1', '3']","['Very favorably', 'Very favorably', 'Very favorably', nan, nan, 'Very unfavorably', 'Very unfavorably', 'Neither favorably nor unfavorably (neutral)', 'Somewhat unfavorably', 'Very favorably', 'Very favorably', 'Very unfavorably', 'Neither favorably nor unfavorably (neutral)', 'Very favorably']"
3291023456.0,Yes,1,Han,1,1,1,Female,18-29,"$50,000 - $99,999",Some college or Associate degree,West South Central,"['Star Wars: Episode I  The Phantom Menace', 'Star Wars: Episode II  Attack of the Clones', 'Star Wars: Episode III  Revenge of the Sith', 'Star Wars: Episode IV  A New Hope', 'Star Wars: Episode V The Empire Strikes Back', 'Star Wars: Episode VI Return of the Jedi']","['6', '2', '1', '4', '5', '3']","['Very favorably', 'Very favorably', 'Somewhat favorably', 'Very favorably', 'Very favorably', 'Somewhat unfavorably', 'Very favorably', 'Neither favorably nor unfavorably (neutral)', 'Somewhat unfavorably', 'Somewhat favorably', 'Very favorably', 'Unfamiliar (N/A)', 'Very favorably', 'Very favorably']"
3291022655.0,Yes,1,I don't understand this question,0,No Response,1,Female,> 60,"$50,000 - $99,999",Some college or Associate degree,South Atlantic,"['Star Wars: Episode I  The Phantom Menace', 'Star Wars: Episode II  Attack of the Clones', nan, nan, 'Star Wars: Episode V The Empire Strikes Back', 'Star Wars: Episode VI Return of the Jedi']","['4', '3', '6', '5', '1', '2']","['Unfamiliar (N/A)', 'Very favorably', 'Very favorably', 'Very favorably', 'Very favorably', 'Very unfavorably', 'Very unfavorably', 'Unfamiliar (N/A)', 'Unfamiliar (N/A)', 'Very favorably', 'Very favorably', 'Unfamiliar (N/A)', 'Unfamiliar (N/A)', 'Very favorably']"
3291022275.0,No,No Response,No Response,No Response,No Response,0,Male,45-60,"$0 - $24,999",Less than high school degree,East North Central,"[nan, nan, nan, nan, nan, nan]","[nan, nan, nan, nan, nan, nan]","[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]"
3291022013.0,Yes,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,"[nan, nan, nan, nan, nan, nan]","[nan, nan, nan, nan, nan, nan]","[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]"
3291019033.0,Yes,1,Greedo,0,No Response,1,Female,30-44,"$50,000 - $99,999",Some college or Associate degree,West South Central,"['Star Wars: Episode I  The Phantom Menace', 'Star Wars: Episode II  Attack of the Clones', 'Star Wars: Episode III  Revenge of the Sith', 'Star Wars: Episode IV  A New Hope', 'Star Wars: Episode V The Empire Strikes Back', 'Star Wars: Episode VI Return of the Jedi']","['1', '5', '2', '3', '4', '6']","['Very favorably', 'Very favorably', 'Very favorably', 'Very favorably', 'Very favorably', 'Somewhat unfavorably', 'Somewhat unfavorably', 'Neither favorably nor unfavorably (neutral)', 'Somewhat unfavorably', 'Somewhat favorably', 'Somewhat favorably', 'Somewhat favorably', 'Very favorably', 'Very favorably']"
3291018581.0,No,No Response,No Response,No Response,No Response,0,Female,45-60,No Response,Bachelor degree,East North Central,"[nan, nan, nan, nan, nan, nan]","[nan, nan, nan, nan, nan, nan]","[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]"
3291015347.0,No,No Response,No Response,No Response,No Response,0,Female,> 60,"$0 - $24,999",Bachelor degree,West North Central,"[nan, nan, nan, nan, nan, nan]","[nan, nan, nan, nan, nan, nan]","[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]"
3291014757.0,Yes,1,I don't understand this question,0,No Response,0,Female,> 60,"$100,000 - $149,999",Graduate degree,Mountain,"['Star Wars: Episode I  The Phantom Menace', 'Star Wars: Episode II  Attack of the Clones', 'Star Wars: Episode III  Revenge of the Sith', 'Star Wars: Episode IV  A New Hope', 'Star Wars: Episode V The Empire Strikes Back', 'Star Wars: Episode VI Return of the Jedi']","['6', '3', '4', '5', '2', '1']","['Very favorably', 'Somewhat favorably', 'Very favorably', 'Very favorably', 'Very favorably', 'Somewhat favorably', 'Somewhat unfavorably', 'Very favorably', 'Very unfavorably', 'Very favorably', 'Very favorably', 'Unfamiliar (N/A)', 'Unfamiliar (N/A)', 'Very favorably']"
3291009055.0,No,No Response,No Response,No Response,No Response,0,Female,> 60,"$50,000 - $99,999",Some college or Associate degree,East North Central,"[nan, nan, nan, nan, nan, nan]","[nan, nan, nan, nan, nan, nan]","[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]"
3291007877.0,Yes,1,Han,1,1,1,Male,45-60,"$100,000 - $149,999",Bachelor degree,Middle Atlantic,"['Star Wars: Episode I  The Phantom Menace', 'Star Wars: Episode II  Attack of the Clones', 'Star Wars: Episode III  Revenge of the Sith', 'Star Wars: Episode IV  A New Hope', 'Star Wars: Episode V The Empire Strikes Back', 'Star Wars: Episode VI Return of the Jedi']","['5', '6', '4', '1', '2', '3']","['Very favorably', 'Very favorably', 'Very favorably', 'Very favorably', 'Very favorably', 'Very favorably', 'Very favorably', 'Very favorably', 'Very favorably', 'Very favorably', 'Very favorably', 'Neither favorably nor unfavorably (neutral)', 'Very favorably', 'Very favorably']"
3291006540.0,Yes,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,"[nan, nan, nan, nan, nan, nan]","[nan, nan, nan, nan, nan, nan]","[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]"
3291002672.0,Yes,0,I don't understand this question,0,No Response,0,Male,45-60,"$150,000+",Some college or Associate degree,East North Central,"[nan, nan, nan, nan, 'Star Wars: Episode V The Empire Strikes Back', 'Star Wars: Episode VI Return of the Jedi']","['3', '4', '5', '2', '6', '1']","['Very favorably', 'Very favorably', 'Very favorably', 'Somewhat favorably', 'Very favorably', 'Unfamiliar (N/A)', 'Very favorably', 'Unfamiliar (N/A)', nan, 'Neither favorably nor unfavorably (neutral)', 'Neither favorably nor unfavorably (neutral)', 'Somewhat favorably', nan, 'Very favorably']"
3291001879.0,No,No Response,No Response,No Response,No Response,0,Female,18-29,"$50,000 - $99,999",Bachelor degree,West South Central,"[nan, nan, nan, nan, nan, nan]","[nan, nan, nan, nan, nan, nan]","[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]"
3290999912.0,Yes,0,I don't understand this question,0,No Response,1,Female,45-60,"$0 - $24,999",Bachelor degree,West South Central,"['Star Wars: Episode I  The Phantom Menace', nan, nan, nan, 'Star Wars: Episode V The Empire Strikes Back', nan]","['2', '3', '4', '5', '1', '6']","['Somewhat favorably', 'Very favorably', 'Very favorably', 'Unfamiliar (N/A)', 'Very favorably', 'Unfamiliar (N/A)', 'Somewhat favorably', 'Neither favorably nor unfavorably (neutral)', 'Unfamiliar (N/A)', 'Very favorably', 'Very favorably', 'Unfamiliar (N/A)', 'Unfamiliar (N/A)', 'Very favorably']"
3290998457.0,No,No Response,No Response,No Response,No Response,0,Female,30-44,"$100,000 - $149,999",Bachelor degree,East North Central,"[nan, nan, nan, nan, nan, nan]","[nan, nan, nan, nan, nan, nan]","[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]"
3290996933.0,Yes,1,Han,1,1,0,Male,18-29,"$50,000 - $99,999",Some college or Associate degree,Pacific,"['Star Wars: Episode I  The Phantom Menace', 'Star Wars: Episode II  Attack of the Clones', 'Star Wars: Episode III  Revenge of the Sith', 'Star Wars: Episode IV  A New Hope', 'Star Wars: Episode V The Empire Strikes Back', 'Star Wars: Episode VI Return of the Jedi']","['4', '5', '6', '2', '1', '3']","['Very favorably', 'Somewhat favorably', 'Very favorably', 'Somewhat favorably', 'Very favorably', 'Somewhat favorably', 'Very favorably', 'Very favorably', 'Very favorably', 'Neither favorably nor unfavorably (neutral)', 'Somewhat favorably', 'Somewhat unfavorably', 'Very favorably', 'Very favorably']"
3290994001.0,Yes,0,Greedo,1,0,0,Male,18-29,"$0 - $24,999",High school degree,Middle Atlantic,"['Star Wars: Episode I  The Phantom Menace', 'Star Wars: Episode II  Attack of the Clones', 'Star Wars: Episode III  Revenge of the Sith', 'Star Wars: Episode IV  A New Hope', nan, 'Star Wars: Episode VI Return of the Jedi']","['5', '3', '6', '1', '2', '4']","['Very favorably', 'Very favorably', 'Very favorably', 'Somewhat favorably', 'Very favorably', 'Very favorably', 'Very favorably', 'Somewhat favorably', 'Very favorably', 'Very favorably', 'Very favorably', 'Very unfavorably', 'Very unfavorably', 'Somewhat favorably']"
3290992477.0,Yes,1,Han,0,No Response,1,Female,18-29,"$25,000 - $49,999",Bachelor degree,East North Central,"['Star Wars: Episode I  The Phantom Menace', 'Star Wars: Episode II  Attack of the Clones', nan, 'Star Wars: Episode IV  A New Hope', 'Star Wars: Episode V The Empire Strikes Back', 'Star Wars: Episode VI Return of the Jedi']","['4', '5', '6', '2', '1', '3']","['Somewhat favorably', 'Somewhat favorably', 'Somewhat favorably', 'Somewhat favorably', 'Somewhat favorably', 'Unfamiliar (N/A)', 'Somewhat favorably', 'Neither favorably nor unfavorably (neutral)', 'Neither favorably nor unfavorably (neutral)', 'Very favorably', 'Very favorably', 'Somewhat favorably', 'Unfamiliar (N/A)', 'Very favorably']"
3290992371.0,No,No Response,No Response,No Response,No Response,0,Male,30-44,"$25,000 - $49,999",Bachelor degree,West South Central,"[nan, nan, nan, nan, nan, nan]","[nan, nan, nan, nan, nan, nan]","[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]"
3290987996.0,Yes,1,Greedo,1,0,1,Male,30-44,"$0 - $24,999",Graduate degree,Mountain,"['Star Wars: Episode I  The Phantom Menace', 'Star Wars: Episode II  Attack of the Clones', 'Star Wars: Episode III  Revenge of the Sith', 'Star Wars: Episode IV  A New Hope', 'Star Wars: Episode V The Empire Strikes Back', 'Star Wars: Episode VI Return of the Jedi']","['6', '2', '4', '3', '1', '5']","['Very favorably', 'Very favorably', 'Very favorably', 'Very favorably', 'Very favorably', nan, 'Neither favorably nor unfavorably (neutral)', 'Very favorably', 'Very favorably', 'Very favorably', 'Very favorably', 'Somewhat unfavorably', 'Somewhat favorably', 'Very favorably']"
3290984063.0,Yes,0,I don't understand this question,0,No Response,0,Male,45-60,No Response,Some college or Associate degree,South Atlantic,"[nan, nan, nan, nan, 'Star Wars: Episode V The Empire Strikes Back', 'Star Wars: Episode VI Return of the Jedi']","['2', '3', '4', '5', '6', '1']","['Very favorably', 'Somewhat favorably', 'Somewhat favorably', 'Very favorably', 'Very favorably', 'Unfamiliar (N/A)', 'Very unfavorably', 'Unfamiliar (N/A)', 'Unfamiliar (N/A)', 'Somewhat favorably', 'Very favorably', 'Unfamiliar (N/A)', 'Somewhat favorably', nan]"
