RespondentID,Have you seen any of the 6 films in the Star Wars franchise?,Do you consider yourself to be a fan of the Star Wars film franchise?,Which character shot first?,Are you familiar with the Expanded Universe?,Do you consider yourself to be a fan of the Expanded Universe?æ,Do you consider yourself to be a fan of the Star Trek franchise?,Gender,Age,Household Income,Education,Location (Census Region),Watched Star Wars Flim,Ranking The Flims (1-6),Chararcter Favourabilty
3290295809.0,Yes,0,I don't understand this question,0,No Response,0,Male,45-60,No Response,Graduate degree,East North Central,"[nan, nan, nan, 'Star Wars: Episode IV  A New Hope', 'Star Wars: Episode V The Empire Strikes Back', 'Star Wars: Episode VI Return of the Jedi']","['6', '4', '5', '3', '1', '2']","['Very favorably', 'Very favorably', 'Very favorably', 'Unfamiliar (N/A)', 'Unfamiliar (N/A)', 'Unfamiliar (N/A)', 'Very unfavorably', 'Unfamiliar (N/A)', 'Unfamiliar (N/A)', 'Very favorably', 'Very favorably', 'Unfamiliar (N/A)', 'Unfamiliar (N/A)', 'Very favorably']"
3290294922.0,No,No Response,No Response,No Response,No Response,0,Female,> 60,"$100,000 - $149,999",Graduate degree,East North Central,"[nan, nan, nan, nan, nan, nan]","[nan, nan, nan, nan, nan, nan]","[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]"
3290294142.0,Yes,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,"[nan, nan, nan, nan, nan, nan]","[nan, nan, nan, nan, nan, nan]","[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]"
3290292697.0,Yes,1,Han,1,0,1,Female,45-60,"$150,000+",Bachelor degree,Mountain,"['Star Wars: Episode I  The Phantom Menace', 'Star Wars: Episode II  Attack of the Clones', 'Star Wars: Episode III  Revenge of the Sith', 'Star Wars: Episode IV  A New Hope', 'Star Wars: Episode V The Empire Strikes Back', 'Star Wars: Episode VI Return of the Jedi']","['4', '6', '5', '1', '2', '3']","['Very favorably', 'Somewhat favorably', 'Very favorably', 'Somewhat favorably', 'Very favorably', 'Very unfavorably', 'Somewhat favorably', 'Somewhat unfavorably', 'Neither favorably nor unfavorably (neutral)', 'Somewhat favorably', 'Very favorably', 'Somewhat unfavorably', 'Somewhat unfavorably', 'Very favorably']"
3290289176.0,Yes,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,"[nan, nan, nan, nan, nan, nan]","[nan, nan, nan, nan, nan, nan]","[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]"
3290287101.0,No,No Response,No Response,No Response,No Response,0,Female,> 60,"$50,000 - $99,999",High school degree,South Atlantic,"[nan, nan, nan, nan, nan, nan]","[nan, nan, nan, nan, nan, nan]","[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]"
3290283817.0,Yes,1,I don't understand this question,1,0,1,Female,> 60,No Response,High school degree,Pacific,"['Star Wars: Episode I  The Phantom Menace', 'Star Wars: Episode II  Attack of the Clones', 'Star Wars: Episode III  Revenge of the Sith', 'Star Wars: Episode IV  A New Hope', 'Star Wars: Episode V The Empire Strikes Back', 'Star Wars: Episode VI Return of the Jedi']","['4', '2', '3', '6', '5', '1']","['Very favorably', 'Very favorably', 'Neither favorably nor unfavorably (neutral)', 'Neither favorably nor unfavorably (neutral)', 'Very favorably', 'Very unfavorably', 'Somewhat unfavorably', 'Neither favorably nor unfavorably (neutral)', 'Somewhat favorably', 'Very favorably', 'Very favorably', 'Somewhat unfavorably', 'Somewhat favorably', 'Very favorably']"
3290283139.0,Yes,1,Greedo,1,1,1,Female,> 60,"$50,000 - $99,999",High school degree,East North Central,"['Star Wars: Episode I  The Phantom Menace', 'Star Wars: Episode II  Attack of the Clones', 'Star Wars: Episode III  Revenge of the Sith', 'Star Wars: Episode IV  A New Hope', 'Star Wars: Episode V The Empire Strikes Back', 'Star Wars: Episode VI Return of the Jedi']","['1', '5', '6', '3', '2', '4']","['Very favorably', 'Very favorably', 'Very favorably', 'Very favorably', 'Very favorably', 'Somewhat favorably', 'Very favorably', 'Somewhat favorably', 'Very favorably', 'Somewhat favorably', 'Somewhat favorably', 'Somewhat favorably', 'Somewhat favorably', 'Very favorably']"
3290280642.0,No,No Response,No Response,No Response,No Response,0,Female,45-60,"$0 - $24,999",Graduate degree,West South Central,"[nan, nan, nan, nan, nan, nan]","[nan, nan, nan, nan, nan, nan]","[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]"
3290279732.0,Yes,0,Greedo,0,No Response,0,Male,30-44,"$50,000 - $99,999",High school degree,Middle Atlantic,"['Star Wars: Episode I  The Phantom Menace', 'Star Wars: Episode II  Attack of the Clones', 'Star Wars: Episode III  Revenge of the Sith', 'Star Wars: Episode IV  A New Hope', 'Star Wars: Episode V The Empire Strikes Back', 'Star Wars: Episode VI Return of the Jedi']","['4', '5', '6', '3', '1', '2']","['Somewhat favorably', 'Somewhat favorably', 'Somewhat favorably', 'Neither favorably nor unfavorably (neutral)', 'Neither favorably nor unfavorably (neutral)', 'Neither favorably nor unfavorably (neutral)', 'Neither favorably nor unfavorably (neutral)', 'Neither favorably nor unfavorably (neutral)', 'Neither favorably nor unfavorably (neutral)', 'Neither favorably nor unfavorably (neutral)', 'Neither favorably nor unfavorably (neutral)', 'Neither favorably nor unfavorably (neutral)', 'Neither favorably nor unfavorably (neutral)', 'Neither favorably nor unfavorably (neutral)']"
3290269777.0,Yes,0,Greedo,1,0,0,Female,> 60,"$50,000 - $99,999",Graduate degree,Mountain,"['Star Wars: Episode I  The Phantom Menace', 'Star Wars: Episode II  Attack of the Clones', 'Star Wars: Episode III  Revenge of the Sith', 'Star Wars: Episode IV  A New Hope', 'Star Wars: Episode V The Empire Strikes Back', 'Star Wars: Episode VI Return of the Jedi']","['5', '3', '6', '4', '1', '2']","['Very favorably', 'Very favorably', 'Very favorably', 'Very favorably', 'Very favorably', 'Neither favorably nor unfavorably (neutral)', 'Very favorably', 'Somewhat favorably', 'Somewhat favorably', 'Very favorably', 'Very favorably', 'Neither favorably nor unfavorably (neutral)', 'Neither favorably nor unfavorably (neutral)', 'Very favorably']"
3290268027.0,No,No Response,No Response,No Response,No Response,0,Female,> 60,No Response,Bachelor degree,East North Central,"[nan, nan, nan, nan, nan, nan]","[nan, nan, nan, nan, nan, nan]","[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]"
3290266084.0,Yes,1,I don't understand this question,0,No Response,1,Male,> 60,No Response,Graduate degree,West South Central,"['Star Wars: Episode I  The Phantom Menace', 'Star Wars: Episode II  Attack of the Clones', 'Star Wars: Episode III  Revenge of the Sith', 'Star Wars: Episode IV  A New Hope', 'Star Wars: Episode V The Empire Strikes Back', 'Star Wars: Episode VI Return of the Jedi']","['2', '3', '6', '1', '4', '5']","['Very favorably', 'Very favorably', 'Very favorably', 'Neither favorably nor unfavorably (neutral)', 'Very favorably', 'Neither favorably nor unfavorably (neutral)', 'Very favorably', 'Neither favorably nor unfavorably (neutral)', nan, 'Very favorably', 'Very favorably', nan, nan, 'Very unfavorably']"
3290262568.0,Yes,0,I don't understand this question,0,No Response,0,Male,45-60,"$25,000 - $49,999",Graduate degree,East North Central,"['Star Wars: Episode I  The Phantom Menace', 'Star Wars: Episode II  Attack of the Clones', 'Star Wars: Episode III  Revenge of the Sith', 'Star Wars: Episode IV  A New Hope', 'Star Wars: Episode V The Empire Strikes Back', 'Star Wars: Episode VI Return of the Jedi']","['1', '4', '5', '6', '2', '3']","['Neither favorably nor unfavorably (neutral)', 'Neither favorably nor unfavorably (neutral)', 'Neither favorably nor unfavorably (neutral)', 'Neither favorably nor unfavorably (neutral)', 'Neither favorably nor unfavorably (neutral)', 'Neither favorably nor unfavorably (neutral)', 'Neither favorably nor unfavorably (neutral)', 'Neither favorably nor unfavorably (neutral)', 'Neither favorably nor unfavorably (neutral)', 'Neither favorably nor unfavorably (neutral)', 'Neither favorably nor unfavorably (neutral)', 'Neither favorably nor unfavorably (neutral)', 'Neither favorably nor unfavorably (neutral)', 'Neither favorably nor unfavorably (neutral)']"
3290257673.0,Yes,0,I don't understand this question,0,No Response,0,Male,45-60,"$50,000 - $99,999",Some college or Associate degree,East North Central,"['Star Wars: Episode I  The Phantom Menace', 'Star Wars: Episode II  Attack of the Clones', 'Star Wars: Episode III  Revenge of the Sith', 'Star Wars: Episode IV  A New Hope', 'Star Wars: Episode V The Empire Strikes Back', 'Star Wars: Episode VI Return of the Jedi']","['3', '4', '6', '5', '1', '2']","['Very favorably', 'Very favorably', 'Somewhat favorably', 'Somewhat favorably', 'Very favorably', 'Neither favorably nor unfavorably (neutral)', 'Somewhat unfavorably', 'Neither favorably nor unfavorably (neutral)', 'Neither favorably nor unfavorably (neutral)', 'Somewhat favorably', 'Very favorably', 'Somewhat favorably', 'Neither favorably nor unfavorably (neutral)', 'Somewhat unfavorably']"
3290249464.0,No,No Response,No Response,No Response,No Response,0,No Response,No Response,No Response,No Response,No Response,"[nan, nan, nan, nan, nan, nan]","[nan, nan, nan, nan, nan, nan]","[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]"
3290248279.0,No,No Response,No Response,No Response,No Response,0,Female,> 60,"$100,000 - $149,999",Graduate degree,West South Central,"[nan, nan, nan, nan, nan, nan]","[nan, nan, nan, nan, nan, nan]","[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]"
3290248167.0,No,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,"[nan, nan, nan, nan, nan, nan]","[nan, nan, nan, nan, nan, nan]","[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]"
3290229579.0,Yes,0,I don't understand this question,0,No Response,0,Female,> 60,No Response,Some college or Associate degree,Pacific,"[nan, nan, nan, nan, 'Star Wars: Episode V The Empire Strikes Back', 'Star Wars: Episode VI Return of the Jedi']","['3', '4', '5', '6', '2', '1']","['Very favorably', 'Very favorably', 'Very favorably', 'Somewhat favorably', 'Very favorably', 'Neither favorably nor unfavorably (neutral)', 'Very favorably', 'Unfamiliar (N/A)', 'Unfamiliar (N/A)', 'Very favorably', 'Very favorably', 'Unfamiliar (N/A)', 'Unfamiliar (N/A)', 'Very favorably']"
3290227264.0,Yes,1,Han,0,No Response,1,Male,45-60,"$50,000 - $99,999",Some college or Associate degree,South Atlantic,"['Star Wars: Episode I  The Phantom Menace', 'Star Wars: Episode II  Attack of the Clones', 'Star Wars: Episode III  Revenge of the Sith', 'Star Wars: Episode IV  A New Hope', 'Star Wars: Episode V The Empire Strikes Back', 'Star Wars: Episode VI Return of the Jedi']","['5', '3', '6', '4', '1', '2']","['Very favorably', 'Very favorably', 'Very favorably', 'Very favorably', 'Very favorably', 'Very unfavorably', 'Very unfavorably', 'Neither favorably nor unfavorably (neutral)', 'Somewhat unfavorably', 'Very favorably', 'Very favorably', 'Neither favorably nor unfavorably (neutral)', 'Somewhat unfavorably', 'Very favorably']"
3290225128.0,No,No Response,No Response,No Response,No Response,0,Female,> 60,"$50,000 - $99,999",Bachelor degree,West South Central,"[nan, nan, nan, nan, nan, nan]","[nan, nan, nan, nan, nan, nan]","[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]"
3290223393.0,Yes,1,I don't understand this question,0,No Response,1,Female,> 60,"$25,000 - $49,999",Some college or Associate degree,Middle Atlantic,"['Star Wars: Episode I  The Phantom Menace', 'Star Wars: Episode II  Attack of the Clones', 'Star Wars: Episode III  Revenge of the Sith', 'Star Wars: Episode IV  A New Hope', 'Star Wars: Episode V The Empire Strikes Back', 'Star Wars: Episode VI Return of the Jedi']","['2', '3', '5', '4', '1', '6']","['Very favorably', 'Very favorably', 'Very favorably', 'Very favorably', 'Very favorably', 'Very favorably', 'Very favorably', 'Very favorably', 'Somewhat favorably', 'Very favorably', 'Very favorably', 'Very favorably', 'Somewhat favorably', 'Very favorably']"
3290216970.0,Yes,1,Han,0,No Response,0,Female,18-29,"$0 - $24,999",Bachelor degree,New England,"['Star Wars: Episode I  The Phantom Menace', 'Star Wars: Episode II  Attack of the Clones', 'Star Wars: Episode III  Revenge of the Sith', 'Star Wars: Episode IV  A New Hope', 'Star Wars: Episode V The Empire Strikes Back', 'Star Wars: Episode VI Return of the Jedi']","['5', '6', '4', '2', '1', '3']","['Very favorably', 'Very favorably', 'Very favorably', 'Somewhat unfavorably', 'Very favorably', 'Very unfavorably', 'Somewhat favorably', 'Neither favorably nor unfavorably (neutral)', 'Neither favorably nor unfavorably (neutral)', 'Very favorably', 'Very favorably', 'Somewhat unfavorably', 'Somewhat favorably', 'Very favorably']"
3290213089.0,Yes,1,Han,1,0,0,Male,45-60,"$25,000 - $49,999",Bachelor degree,East North Central,"['Star Wars: Episode I  The Phantom Menace', 'Star Wars: Episode II  Attack of the Clones', 'Star Wars: Episode III  Revenge of the Sith', 'Star Wars: Episode IV  A New Hope', 'Star Wars: Episode V The Empire Strikes Back', 'Star Wars: Episode VI Return of the Jedi']","['4', '5', '6', '1', '2', '3']","['Very favorably', 'Very favorably', 'Very favorably', 'Somewhat unfavorably', 'Very favorably', 'Somewhat unfavorably', 'Very favorably', 'Very favorably', 'Very favorably', 'Very favorably', 'Very favorably', 'Unfamiliar (N/A)', 'Somewhat unfavorably', 'Somewhat favorably']"
3290210801.0,Yes,1,Han,1,0,1,Male,45-60,No Response,Graduate degree,West North Central,"['Star Wars: Episode I  The Phantom Menace', 'Star Wars: Episode II  Attack of the Clones', 'Star Wars: Episode III  Revenge of the Sith', 'Star Wars: Episode IV  A New Hope', 'Star Wars: Episode V The Empire Strikes Back', 'Star Wars: Episode VI Return of the Jedi']","['4', '5', '6', '3', '1', '2']","['Very favorably', 'Very favorably', 'Somewhat favorably', 'Very favorably', 'Very favorably', 'Somewhat favorably', 'Very favorably', 'Very favorably', 'Somewhat favorably', 'Very favorably', 'Very favorably', 'Somewhat unfavorably', 'Very favorably', 'Very favorably']"
3290209773.0,Yes,1,I don't understand this question,0,No Response,1,Female,> 60,No Response,Some college or Associate degree,Middle Atlantic,"['Star Wars: Episode I  The Phantom Menace', nan, nan, 'Star Wars: Episode IV  A New Hope', 'Star Wars: Episode V The Empire Strikes Back', 'Star Wars: Episode VI Return of the Jedi']","['6', '4', '5', '3', '2', '1']","['Very favorably', 'Very favorably', 'Very favorably', 'Neither favorably nor unfavorably (neutral)', 'Very favorably', 'Unfamiliar (N/A)', 'Somewhat unfavorably', 'Unfamiliar (N/A)', 'Unfamiliar (N/A)', 'Very favorably', 'Very favorably', 'Unfamiliar (N/A)', 'Unfamiliar (N/A)', 'Very favorably']"
3290209744.0,Yes,1,Han,1,1,1,Male,18-29,"$50,000 - $99,999",Some college or Associate degree,South Atlantic,"['Star Wars: Episode I  The Phantom Menace', 'Star Wars: Episode II  Attack of the Clones', 'Star Wars: Episode III  Revenge of the Sith', 'Star Wars: Episode IV  A New Hope', 'Star Wars: Episode V The Empire Strikes Back', 'Star Wars: Episode VI Return of the Jedi']","['6', '5', '4', '2', '1', '3']","['Very favorably', 'Very favorably', 'Very favorably', 'Very unfavorably', 'Very favorably', 'Somewhat favorably', 'Very favorably', 'Very favorably', 'Very favorably', 'Somewhat unfavorably', 'Somewhat unfavorably', 'Very unfavorably', 'Somewhat unfavorably', 'Somewhat favorably']"
3290206907.0,Yes,0,I don't understand this question,0,No Response,1,Male,30-44,"$25,000 - $49,999",Some college or Associate degree,South Atlantic,"['Star Wars: Episode I  The Phantom Menace', nan, nan, 'Star Wars: Episode IV  A New Hope', 'Star Wars: Episode V The Empire Strikes Back', 'Star Wars: Episode VI Return of the Jedi']","['6', '4', '5', '3', '1', '2']","['Somewhat favorably', 'Somewhat favorably', 'Neither favorably nor unfavorably (neutral)', 'Very unfavorably', 'Neither favorably nor unfavorably (neutral)', 'Very favorably', 'Very favorably', 'Neither favorably nor unfavorably (neutral)', 'Very favorably', 'Somewhat unfavorably', 'Somewhat unfavorably', 'Very unfavorably', 'Very unfavorably', 'Somewhat favorably']"
3290203063.0,Yes,1,I don't understand this question,0,No Response,1,Male,45-60,"$150,000+",Bachelor degree,New England,"['Star Wars: Episode I  The Phantom Menace', 'Star Wars: Episode II  Attack of the Clones', 'Star Wars: Episode III  Revenge of the Sith', 'Star Wars: Episode IV  A New Hope', 'Star Wars: Episode V The Empire Strikes Back', 'Star Wars: Episode VI Return of the Jedi']","['2', '3', '4', '6', '5', '1']","['Very favorably', 'Very favorably', 'Very favorably', 'Very favorably', 'Very favorably', 'Very unfavorably', 'Very unfavorably', 'Very favorably', 'Neither favorably nor unfavorably (neutral)', 'Very favorably', 'Very favorably', 'Somewhat favorably', 'Somewhat favorably', 'Somewhat favorably']"
3290201752.0,Yes,0,Han,0,No Response,0,Female,> 60,"$150,000+",High school degree,Pacific,"[nan, nan, nan, nan, nan, 'Star Wars: Episode VI Return of the Jedi']","['3', '4', '5', '6', '2', '1']","['Very favorably', 'Very favorably', 'Very favorably', 'Unfamiliar (N/A)', 'Very favorably', 'Unfamiliar (N/A)', 'Very unfavorably', 'Unfamiliar (N/A)', 'Very favorably', 'Very favorably', nan, 'Unfamiliar (N/A)', 'Unfamiliar (N/A)', 'Very favorably']"
3290196296.0,Yes,0,Greedo,0,No Response,0,Female,45-60,"$50,000 - $99,999",Some college or Associate degree,West North Central,"['Star Wars: Episode I  The Phantom Menace', 'Star Wars: Episode II  Attack of the Clones', nan, nan, nan, nan]","['2', '1', '3', '4', '5', '6']","['Very favorably', 'Very favorably', 'Very favorably', 'Very favorably', 'Very favorably', 'Very favorably', 'Somewhat favorably', 'Somewhat favorably', 'Somewhat favorably', 'Very favorably', 'Very favorably', 'Somewhat favorably', 'Somewhat favorably', 'Somewhat favorably']"
3290193368.0,Yes,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,"[nan, nan, nan, nan, nan, nan]","[nan, nan, nan, nan, nan, nan]","[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]"
3290191566.0,Yes,1,I don't understand this question,0,No Response,1,Female,30-44,"$0 - $24,999",Some college or Associate degree,South Atlantic,"['Star Wars: Episode I  The Phantom Menace', 'Star Wars: Episode II  Attack of the Clones', 'Star Wars: Episode III  Revenge of the Sith', nan, 'Star Wars: Episode V The Empire Strikes Back', 'Star Wars: Episode VI Return of the Jedi']","['4', '5', '1', '6', '2', '3']","['Very favorably', 'Very favorably', 'Very favorably', 'Very favorably', 'Very favorably', 'Very favorably', 'Very favorably', 'Neither favorably nor unfavorably (neutral)', 'Neither favorably nor unfavorably (neutral)', 'Very favorably', 'Very favorably', 'Somewhat favorably', 'Very favorably', 'Very favorably']"
3290188213.0,Yes,1,Han,1,1,1,Male,18-29,No Response,Bachelor degree,East South Central,"['Star Wars: Episode I  The Phantom Menace', 'Star Wars: Episode II  Attack of the Clones', 'Star Wars: Episode III  Revenge of the Sith', 'Star Wars: Episode IV  A New Hope', 'Star Wars: Episode V The Empire Strikes Back', 'Star Wars: Episode VI Return of the Jedi']","['2', '5', '6', '4', '1', '3']","['Very favorably', 'Very favorably', 'Very favorably', 'Very unfavorably', 'Very favorably', 'Very unfavorably', 'Somewhat unfavorably', 'Neither favorably nor unfavorably (neutral)', 'Somewhat favorably', 'Very favorably', 'Very favorably', 'Very unfavorably', 'Somewhat favorably', 'Very favorably']"
3290185244.0,Yes,0,I don't understand this question,0,No Response,0,Female,18-29,"$50,000 - $99,999",Bachelor degree,South Atlantic,"['Star Wars: Episode I  The Phantom Menace', nan, nan, nan, 'Star Wars: Episode V The Empire Strikes Back', nan]","['1', '3', '4', '5', '2', '6']","['Unfamiliar (N/A)', 'Unfamiliar (N/A)', 'Unfamiliar (N/A)', 'Unfamiliar (N/A)', 'Unfamiliar (N/A)', 'Unfamiliar (N/A)', 'Unfamiliar (N/A)', 'Unfamiliar (N/A)', 'Unfamiliar (N/A)', 'Unfamiliar (N/A)', 'Unfamiliar (N/A)', 'Unfamiliar (N/A)', 'Unfamiliar (N/A)', 'Unfamiliar (N/A)']"
3290184813.0,No,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,"[nan, nan, nan, nan, nan, nan]","[nan, nan, nan, nan, nan, nan]","[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]"
3290182531.0,No,No Response,No Response,No Response,No Response,0,Female,> 60,"$50,000 - $99,999",Some college or Associate degree,Middle Atlantic,"[nan, nan, nan, nan, nan, nan]","[nan, nan, nan, nan, nan, nan]","[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]"
3290180442.0,No,No Response,No Response,No Response,No Response,0,Female,> 60,No Response,Some college or Associate degree,South Atlantic,"[nan, nan, nan, nan, nan, nan]","[nan, nan, nan, nan, nan, nan]","[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]"
3290176915.0,Yes,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,"[nan, nan, nan, nan, nan, nan]","[nan, nan, nan, nan, nan, nan]","[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]"
3290176563.0,Yes,1,Han,1,0,1,Female,18-29,"$50,000 - $99,999",Some college or Associate degree,Pacific,"['Star Wars: Episode I  The Phantom Menace', 'Star Wars: Episode II  Attack of the Clones', 'Star Wars: Episode III  Revenge of the Sith', 'Star Wars: Episode IV  A New Hope', 'Star Wars: Episode V The Empire Strikes Back', 'Star Wars: Episode VI Return of the Jedi']","['4', '1', '5', '6', '3', '2']","['Very favorably', 'Very favorably', 'Somewhat unfavorably', 'Somewhat unfavorably', 'Very favorably', 'Unfamiliar (N/A)', 'Very favorably', 'Unfamiliar (N/A)', 'Very favorably', 'Very favorably', 'Very favorably', 'Neither favorably nor unfavorably (neutral)', 'Somewhat favorably', 'Very favorably']"
3290174629.0,No,No Response,No Response,No Response,No Response,0,Male,> 60,"$100,000 - $149,999",Graduate degree,Mountain,"[nan, nan, nan, nan, nan, nan]","[nan, nan, nan, nan, nan, nan]","[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]"
3290174048.0,Yes,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,"[nan, nan, nan, nan, nan, nan]","[nan, nan, nan, nan, nan, nan]","[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]"
3290173775.0,Yes,1,Han,1,1,1,Female,> 60,"$50,000 - $99,999",Some college or Associate degree,West North Central,"['Star Wars: Episode I  The Phantom Menace', 'Star Wars: Episode II  Attack of the Clones', 'Star Wars: Episode III  Revenge of the Sith', 'Star Wars: Episode IV  A New Hope', 'Star Wars: Episode V The Empire Strikes Back', 'Star Wars: Episode VI Return of the Jedi']","['1', '2', '3', '4', '5', '6']","['Very favorably', 'Very favorably', 'Very favorably', 'Very favorably', 'Very favorably', 'Very favorably', 'Very favorably', 'Very favorably', 'Very favorably', 'Very favorably', 'Very favorably', 'Very favorably', 'Very favorably', 'Very favorably']"
3290173176.0,Yes,1,Han,1,0,0,Male,18-29,"$25,000 - $49,999",Graduate degree,South Atlantic,"['Star Wars: Episode I  The Phantom Menace', 'Star Wars: Episode II  Attack of the Clones', 'Star Wars: Episode III  Revenge of the Sith', 'Star Wars: Episode IV  A New Hope', 'Star Wars: Episode V The Empire Strikes Back', 'Star Wars: Episode VI Return of the Jedi']","['6', '5', '4', '2', '1', '3']","['Very favorably', 'Very favorably', 'Very favorably', 'Very unfavorably', 'Very favorably', 'Very favorably', 'Very favorably', 'Very favorably', 'Somewhat favorably', 'Somewhat favorably', 'Somewhat favorably', 'Very unfavorably', 'Very unfavorably', 'Somewhat favorably']"
3290167473.0,Yes,0,I don't understand this question,0,No Response,0,Male,> 60,"$150,000+",Bachelor degree,Pacific,"[nan, nan, nan, nan, 'Star Wars: Episode V The Empire Strikes Back', nan]","['3', '4', '5', '1', '2', '6']","['Unfamiliar (N/A)', 'Unfamiliar (N/A)', 'Unfamiliar (N/A)', 'Unfamiliar (N/A)', 'Unfamiliar (N/A)', 'Unfamiliar (N/A)', 'Unfamiliar (N/A)', 'Unfamiliar (N/A)', 'Unfamiliar (N/A)', 'Unfamiliar (N/A)', 'Unfamiliar (N/A)', 'Unfamiliar (N/A)', 'Unfamiliar (N/A)', 'Unfamiliar (N/A)']"
3290164098.0,Yes,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,"[nan, nan, nan, nan, nan, nan]","[nan, nan, nan, nan, nan, nan]","[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]"
3290159455.0,No,No Response,No Response,No Response,No Response,0,Male,> 60,"$0 - $24,999",High school degree,South Atlantic,"[nan, nan, nan, nan, nan, nan]","[nan, nan, nan, nan, nan, nan]","[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]"
3290159056.0,No,No Response,No Response,No Response,No Response,0,Female,> 60,"$25,000 - $49,999",Less than high school degree,Pacific,"[nan, nan, nan, nan, nan, nan]","[nan, nan, nan, nan, nan, nan]","[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]"
3290157529.0,Yes,1,I don't understand this question,0,No Response,1,Female,18-29,"$100,000 - $149,999",Bachelor degree,Pacific,"['Star Wars: Episode I  The Phantom Menace', 'Star Wars: Episode II  Attack of the Clones', 'Star Wars: Episode III  Revenge of the Sith', 'Star Wars: Episode IV  A New Hope', 'Star Wars: Episode V The Empire Strikes Back', 'Star Wars: Episode VI Return of the Jedi']","['2', '1', '3', '4', '5', '6']","['Somewhat favorably', 'Somewhat favorably', 'Somewhat favorably', 'Somewhat favorably', 'Very favorably', 'Very unfavorably', 'Somewhat unfavorably', 'Neither favorably nor unfavorably (neutral)', 'Very unfavorably', 'Somewhat favorably', 'Very favorably', 'Neither favorably nor unfavorably (neutral)', 'Somewhat favorably', 'Somewhat favorably']"
3290149698.0,Yes,1,Greedo,0,No Response,0,Female,30-44,"$0 - $24,999",Graduate degree,South Atlantic,"['Star Wars: Episode I  The Phantom Menace', 'Star Wars: Episode II  Attack of the Clones', 'Star Wars: Episode III  Revenge of the Sith', 'Star Wars: Episode IV  A New Hope', 'Star Wars: Episode V The Empire Strikes Back', 'Star Wars: Episode VI Return of the Jedi']","['5', '4', '6', '3', '2', '1']","['Very favorably', 'Very favorably', 'Very favorably', 'Very favorably', 'Very favorably', 'Neither favorably nor unfavorably (neutral)', 'Very favorably', 'Very favorably', 'Somewhat favorably', nan, nan, 'Neither favorably nor unfavorably (neutral)', 'Neither favorably nor unfavorably (neutral)', 'Very favorably']"
3290148834.0,Yes,0,I don't understand this question,0,No Response,0,Female,18-29,"$25,000 - $49,999",Some college or Associate degree,Pacific,"[nan, nan, 'Star Wars: Episode III  Revenge of the Sith', nan, nan, 'Star Wars: Episode VI Return of the Jedi']","['3', '4', '1', '5', '6', '2']","['Neither favorably nor unfavorably (neutral)', 'Somewhat favorably', 'Somewhat favorably', 'Somewhat favorably', 'Somewhat favorably', 'Unfamiliar (N/A)', 'Somewhat favorably', 'Unfamiliar (N/A)', 'Unfamiliar (N/A)', 'Somewhat favorably', 'Somewhat favorably', 'Very favorably', 'Very favorably', 'Somewhat favorably']"
